API_UWI,Unformatted_API_UWI,API_UWI_12,Unformatted_API_UWI_12,API_UWI_14,Unformatted_API_UWI_14,WellID,CompletionID,WellPadID,WellPadDirection,ENVWellGrouping,CompletionNumber,WellName,Country,StateProvince,County,Lease,LeaseName,ENVOperator,RawOperator,InitialOperator,ENVTicker,ENV_Peer_Group,ENVCompanyType,ENV_Stock_Exchange,ENVWellServiceProvider,ENVProdWellType,StateWellType,ENVWellType,ENVProducingMethod,ENVRegion,ENVBasin,ENVPlay,ENVSubPlay,ENVInterval,ENVIntervalSource,ENVWellStatus,ENVWellboreStatus,OnConfidential,OffConfidentialDate,Trajectory,ENVWellboreType,Formation,FirstProdDate,Latitude,Longitude,Latitude_BH,Longitude_BH,TVD_FT,MD_FT,District,Field,Survey,Block,Abstract,Platform,Section,Township,Range,Section_Township_Range,Unit_Name,WellNumber,SurfaceLatitudeLongitudeSource,PlugDate,PlugbackMeasuredDepth_FT,PlugbackTrueVerticalDepth_FT,AvgBreakdownPressure_PSI,AvgClusterSpacingPerStage_FT,AvgClusterSpacing_FT,AvgFracGradient_PSIPerFT,AvgISIP_PSI,AvgMillTime_Min,AvgPortSleeveOpeningPressure_PSI,AvgShotsPerCluster,AvgShotsPerFt,AvgTreatmentPressure_PSI,AvgTreatmentRate_BBLPerMin,"ClustersPer1,000Ft",ClustersPerStage,"ShotsPer1,000Ft",ShotsPerStage,TotalShots,AvgFluidPerCluster_BBL,AvgFluidPerShot_BBL,AvgFluidPerStage_BBL,FracRigOnsiteDate,FracRigReleaseDate,AvgProppantPerCluster_LBS,AvgProppantPerShot_LBS,AvgProppantPerStage_LBS,StimulatedStages,TotalClusters,Vintage,FirstProdQuarter,FirstProdMonth,ENVElevationKB_FT,ENVElevationKBSource,ENVElevationGL_FT,ENVElevationGLSource,ElevationKB_FT,ElevationGL_FT,CoordinateSource,PermitApprovedDate,PermitSubmittedDate,SpudDate,DrillingEndDate,RigReleaseDate,CompletionDate,FirstRigDay,ENVCompInsertedDate,StateFileNumber,ENVFracJobType,ENVFluidType,CompletionTime_DAYS,CompletionDesign,PermitToSpud_DAYS,SpudToRigRelease_DAYS,SpudToCompletion_DAYS,SpudToSales_DAYS,SoakTime_DAYS,NumberOfStrings,UpperPerf_FT,LowerPerf_FT,PerfInterval_FT,LateralLength_FT,FracStages,AverageStageSpacing_FT,ENVProppantBrand,ProppantLoading_LBSPerGAL,ENVProppantType,ProppantIntensity_LBSPerFT,Proppant_LBS,TotalWaterPumped_GAL,WaterIntensity_GALPerFT,TotalFluidPumped_BBL,FluidIntensity_BBLPerFT,AcidVolume_BBL,Bottom_Hole_Temp_DEGF,Biocide_LBS,Breaker_LBS,Buffer_LBS,ClayControl_LBS,CrossLinker_LBS,FrictionReducer_LBS,GellingAgent_LBS,IronControl_LBS,ScaleInhibitor_LBS,Surfactant_LBS,Energizer_LBS,Diverter_LBS,TestDate,ChokeSize_64IN,TestRate_BOEPerDAY,TestRate_BOEPerDAYPer1000FT,TestRate_MCFEPerDAY,OilTestRate_BBLPerDAY,OilTestRate_BBLPerDAYPer1000FT,GasTestRate_MCFPerDAY,GasTestRate_MCFPerDAYPer1000FT,WaterTestRate_BBLPerDAY,WaterTestRate_BBLPerDAYPer1000Ft,WaterDepth,TestWHLiquids_PCT,CasingPressure_PSI,FlowingTubingPressure_PSI,ShutInPressure_PSI,OilProdPriorTest_BBL,OilTestMethodName,OilGravity_API,GasGravity_SG,First3MonthProd_BOE,First3MonthProd_BOEPer1000FT,First3MonthGas_MCF,First3MonthGas_MCFPer1000FT,First3MonthProd_MCFE,First3MonthProd_MCFEPer1000FT,First3MonthOil_BBL,First3MonthOil_BBLPer1000FT,First3MonthWater_BBL,First6MonthProd_BOE,First6MonthProd_BOEPer1000FT,First6MonthGas_MCF,First6MonthGas_MCFPer1000FT,First6MonthProd_MCFE,First6MonthProd_MCFEPer1000FT,First6MonthOil_BBL,First6MonthOil_BBLPer1000FT,First6MonthWater_BBL,First9MonthProd_BOE,First9MonthProd_BOEPer1000FT,First9MonthGas_MCF,First9MonthGas_MCFPer1000FT,First9MonthProd_MCFE,First9MonthProd_MCFEPer1000FT,First9MonthOil_BBL,First9MonthOil_BBLPer1000FT,First9MonthWater_BBL,First12MonthProd_BOE,First12MonthProd_BOEPer1000FT,First12MonthGas_MCF,First12MonthGas_MCFPer1000FT,First12MonthProd_MCFE,First12MonthProd_MCFEPer1000FT,First12MonthOil_BBL,First12MonthOil_BBLPer1000FT,First12MonthWater_BBL,First36MonthProd_BOE,First36MonthProd_BOEPer1000FT,First36MonthGas_MCF,First36MonthGas_MCFPer1000FT,First36MonthProd_MCFE,First36MonthProd_MCFEPer1000FT,First36MonthOil_BBL,First36MonthOil_BBLPer1000FT,First36MonthWater_BBL,First36MonthWaterProductionBBLPer1000Ft,PeakProductionDate,MonthsToPeakProduction,PeakProd_BOE,PeakProd_BOEPer1000FT,PeakGas_MCF,PeakGas_MCFPer1000FT,PeakProd_MCFE,PeakProd_MCFEPer1000FT,PeakOil_BBL,PeakOil_BBLPer1000FT,PeakWater_BBL,CumProd_BOE,CumProd_BOEPer1000FT,CumGas_MCF,CumGas_MCFPer1000FT,CumProd_MCFE,CumProd_MCFEPer1000FT,CumOil_BBL,CumOil_BBLPer1000FT,CumWater_BBL,TotalProducingMonths,LastProducingMonth,LastMonthLiquidsProduction_BBL,LastMonthGasProduction_MCF,LastMonthWaterProduction_BBL,Last12MonthBOEProduction,Last12MonthGasProduction_MCF,Last12MonthOilProduction_BBL,Last12MonthWaterProduction_BBL,WHLiquids_PCT,GOR_ScfPerBbl,CumulativeSOR,Last3MonthISOR,TopOfZone_FT,BottomOfZone_FT,SubseaTopDepth_FT,SubseaBaseDepth_FT,Isopach_FT,GammaRay_API,BulkDensity_GPerCC,Resistivity_OHMSM,DensityPorosity_PCT,EffectivePorosity_PCT,ClayVolume_PCT,NonClayVolume_PCT,WaterSaturation_PCT,PhiH_FT,HCPV_PCT,HeightOfHCPV_FT,TotalOrganicCarbon_WTPCT,InjectorWellClass,SpudDateSource,TestRate_MCFEPerDAYPer1000FT,FirstProdYear
42-371-10287,4237110287,42-371-10287-00,423711028700,42-371-10287-00-00,42371102870000,840420005345243,840421006699684,42-371-73845,,,,COLVILLE P. D. ESTATE 1,US,TX,PECOS,,COLVILLE P. D. ESTATE,SUNOCO,SUN OIL COMPANY,SUN OIL COMPANY,SUN,MID CAP,PUBLIC,NYSE,,,DRY HOLE,DRY HOLE,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,P & A,P & A,,,VERTICAL,SINGLE BORE,,,31.217178,-103.120839,31.217178,-103.120839,6800,6800,08,WILDCAT,PSL,C2,5084,,15,,,,,1,REPORTED,1964-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674,ACTUAL,2661,ACTUAL,2674,2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-389-38566,4238938566,42-389-38566-00,423893856600,42-389-38566-00-00,42389385660000,840420005417357,840421006742134,,,,,TIGER UNIT 21B62 62H,US,TX,REEVES,,TIGER UNIT 21B62,VITOL,"PRI OPERATING, LLC","PRI OPERATING, LLC",VITOL*,NON-PE-BACKED PRIVATE,PRIVATE,,,,OIL & GAS,OIL & GAS,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,3RD BONE SPRING,ENV INTERPRETED,PERMIT EXPIRED,PERMIT EXPIRED,,,HORIZONTAL,SINGLE BORE,BONE SPRING,,31.216581,-103.216985,31.186989,-103.215397,10000,,08,SANDBAR,PSL,C1,4584,,16,,,,,62H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2737,ACTUAL,2717,ACTUAL,2737,2717,,2019-09-04,2019-08-28,,,,,,,,,,,,,,,,,,,,,10557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9935,10355,-7201,-7622,421,82.06,2.55,211.75,0.093,0.078,0.19,0.72,0.36,32.98,0.060,25.2,2.85,,,,
42-389-33282,4238933282,42-389-33282-00,423893328200,42-389-33282-00-00,42389332820000,840420016273450,840421001453481,,,,,REGAN 1601,US,TX,REEVES,,REGAN,WHITING OIL AND GAS CORPORATIO,WHITING OIL AND GAS CORPORATIO,WHITING OIL AND GAS CORPORATIO,OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,,,,,,PERMIAN,DELAWARE,DELAWARE,,,,UNREPORTED,UNREPORTED,,,HORIZONTAL,SINGLE BORE,TREND AREA,,31.143974,-103.235085,31.156011,-103.235514,,,,WOLFBONE,"T&P RR CO/HINKLE, H W",49 T8S,4602,,16,,,,,1601,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784,ACTUAL,2764,ACTUAL,2784,2764,,,,,,,,,,,,,,,,,,,,,,,,4143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-371-39824,4237139824,42-371-39824-00,423713982400,42-371-39824-00-00,42371398240000,840420005338124,840421006491870,42-371-39824,W,,1,STATE AMBUSH 45-44 A 1WA,US,TX,PECOS,52720,STATE AMBUSH 45-44 A,DIAMONDBACK,DIAMONDBACK E&P LLC,DIAMONDBACK E&P,FANG,LARGE CAP,PUBLIC,NASDAQ,,OIL (40%+ WH LIQUIDS),OIL,OIL,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A LOWER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,WOLFCAMP,2019-03-01,31.082259,-103.118241,31.082031,-103.151293,10350,21035,08,HOEFS T-K,T&P RR CO,48,896,,45,8S,,,STATE AMBUSH 45-44 A,1WA,REPORTED,,20931,10298,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019-Q1,2019 / 03,2862,ACTUAL,2810,ACTUAL,2859,2836,ACTUAL,2018-09-07,2018-09-06,2018-11-10,2018-12-19,2018-12-19,2019-03-21,2018-11-09,2019-10-08,,,,,,64,39,131,126,15,3,10652,20840,10188,10465,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-05,55,1824,179,10945,1583,155,1447,142,6801,668,,87,739,,,17534,PUMPING,41.00,,84188,8263,73557,7220,505125,49580,71928,7060,449459,159930,15698,140166,13758,959580,94187,136569,13405,921492,226768,22258,201547,19783,1360609,133550,193177,18961,1331859,274210,26915,242646,23817,1645260,161490,233769,22946,1623927,445045,43683,513879,50440,2670267,262099,359398,35277,2503997,245779,2019-04-01,2,42547,4176,36717,3604,255279,25057,36427,3575,190709,589946,57906,818014,80292,3539674,347436,453610,44524,3118374,68,2024-10-01,3778,6461,23592,44444,97655,28168,178215,77,1803,,,10301,10507,-7469,-7678,209,98.89,2.53,32.96,0.107,0.081,0.25,0.67,0.33,16.81,0.054,11.3,3.37,,Reported,1074,2019
42-371-40151,4237140151,42-371-40151-01,423714015101,42-371-40151-01-00,42371401510100,840420005425214,840421006912090,42-371-40151,S,,,KARINO 48-19-30 WA5 705H,US,TX,PECOS,54930,KARINO 48-19-30 WA5,EXXON,XTO ENERGY INC.,XTO ENERGY,XOM,MAJOR,PUBLIC,NYSE,,OIL (40%+ WH LIQUIDS),OIL,OIL,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A UPPER,ENV INTERPRETED,PRODUCING,UNREPORTED,,,VERTICAL,SIDETRACK,WOLFCAMP,2021-01-01,31.145397,-103.156954,31.145506,-103.156942,1709,1710,08,HOEFS T-K,T&P RR CO,48,5269,,18,8S,,,KARINO 48-19-30 WA5,705H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021-Q1,2021 / 01,2756,ACTUAL,2734,ACTUAL,2756,2734,ACTUAL,2019-10-31,2019-09-16,2019-12-06,,2020-02-27,,2019-12-28,,,,,,,36,83,,407,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,2021
42-371-40151,4237140151,42-371-40151-02,423714015102,42-371-40151-02-00,42371401510200,840420005425214,840421008330428,42-371-40151,S,,,KARINO 48-19-30 WA5 705H,US,TX,PECOS,54930,KARINO 48-19-30 WA5,EXXON,XTO ENERGY INC.,XTO ENERGY,XOM,MAJOR,PUBLIC,NYSE,,OIL (40%+ WH LIQUIDS),OIL,OIL,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A UPPER,ENV INTERPRETED,PRODUCING,UNREPORTED,,,VERTICAL,SIDETRACK,WOLFCAMP,2021-01-01,31.145397,-103.156954,31.144698,-103.158299,9510,9538,08,HOEFS T-K,T&P RR CO,48,5269,,18,8S,,,KARINO 48-19-30 WA5,705H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021-Q1,2021 / 01,2756,ACTUAL,2734,ACTUAL,2756,2734,ACTUAL,2019-10-31,2019-09-16,2019-12-06,,2020-02-27,,2019-12-28,,,,,,,36,83,,407,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,2021
42-371-40151,4237140151,42-371-40151-00,423714015100,42-371-40151-00-00,42371401510000,840420005425214,840421006746206,42-371-40151,S,,1,KARINO 48-19-30 WA5 705H,US,TX,PECOS,54930,KARINO 48-19-30 WA5,EXXON,XTO ENERGY INC.,XTO ENERGY,XOM,MAJOR,PUBLIC,NYSE,,OIL (40%+ WH LIQUIDS),OIL,OIL,GAS LIFT,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A UPPER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,LATERAL,WOLFCAMP,2021-01-01,31.145397,-103.156954,31.114515,-103.158348,10360,21096,08,HOEFS T-K,T&P RR CO,48,5269,,18,8S,,,KARINO 48-19-30 WA5,705H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021-Q1,2021 / 01,2756,ACTUAL,2734,ACTUAL,2756,2734,ACTUAL,2019-10-31,2019-09-16,2019-12-06,2020-02-27,2020-02-27,2021-01-23,2019-12-28,2023-12-08,,,,,,36,83,414,407,2,2,10728,20869,10141,10458,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-25,,1454,143,8724,1317,130,822,81,7495,739,,91,1381,1362,,313,GAS LIFT,40.00,,21398,2110,12727,1255,128389,12660,19277,1901,137728,52592,5186,34654,3417,315550,31116,46816,4617,320840,96577,9523,50973,5026,579459,57140,88081,8686,577080,116629,11501,63169,6229,699775,69005,106101,10463,681034,220318,21725,140676,13872,1321908,130353,196872,19413,1079552,106454,2021-08-01,8,27273,2689,9770,963,163636,16136,26400,2603,163677,250103,24663,169018,16667,1500616,147975,221933,21885,1149449,46,2024-10-01,2580,2776,6476,33870,30168,28842,82157,89,762,,,10181,10327,-7399,-7546,150,99.79,2.50,81.16,0.121,0.083,0.27,0.65,0.20,12.52,0.066,9.9,4.19,,Reported,860,2021
42-371-39809,4237139809,42-371-39809-00,423713980900,42-371-39809-00-00,42371398090000,840420005298965,840421006490526,42-371-39808,N,,1,STATE STEWART 1-12 UD 1TB,US,TX,PECOS,53924,STATE STEWART 1-12 UD,DIAMONDBACK,DIAMONDBACK E&P LLC,DIAMONDBACK E&P,FANG,LARGE CAP,PUBLIC,NASDAQ,,OIL (40%+ WH LIQUIDS),OIL,OIL,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,3RD BONE SPRING,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,WOLFCAMP,2019-01-01,31.156693,-103.183760,31.186485,-103.184269,10259,20400,08,HOEFS T-K,T&P RR CO,49,952,,13,8S,,,BLACK STONE STATE 1-12 D,1TB,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019-Q1,2019 / 01,2800,ACTUAL,2777,ACTUAL,2800,2777,ACTUAL,2018-08-24,2018-08-03,2018-09-21,2018-11-21,2018-11-22,2019-01-23,2018-09-26,2023-12-08,,,,,,28,62,124,117,8,4,10236,20216,9980,9966,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-11,64,1055,106,6330,927,93,768,77,4063,407,,88,100,,,100801,PUMPING,41.00,,60358,6048,38721,3880,362145,36287,53904,5401,401616,126572,12683,84372,8454,759432,76095,112510,11274,924523,195658,19605,131551,13181,1173949,117630,173733,17408,1363189,242687,24317,173627,17397,1456121,145904,213749,21418,1637939,420523,42137,361762,36249,2523136,252819,360229,36095,2619480,262473,2019-02-01,4,29253,2931,23701,2375,175517,17587,26125,2618,190444,574318,57547,656456,65777,3445910,345282,464909,46584,3280707,70,2024-10-01,2128,7023,12950,46226,87527,31638,194873,81,1412,,,9876,10286,-7154,-7566,412,86.23,2.55,155.09,0.095,0.073,0.23,0.69,0.28,30.28,0.052,21.3,2.97,,Reported,634,2019
42-389-34510,4238934510,42-389-34510-00,423893451000,42-389-34510-00-00,42389345100000,840420000645734,840421001426392,42-389-34510,N,,1,BIG GEORGE 180 3H,US,TX,REEVES,48222,BIG GEORGE 180,VITAL ENERGY,VITAL ENERGY  INC.,J CLEO THOMPSON,VTLE,SMALL CAP,PUBLIC,NYSE,,OIL (40%+ WH LIQUIDS),OIL,OIL,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,3RD BONE SPRING,ENV INTERPRETED,INACTIVE PRODUCER,INACTIVE PRODUCER,,,HORIZONTAL,SINGLE BORE,TREND AREA,2016-06-01,31.061205,-103.332267,31.083155,-103.332633,9998,17760,08,WOLFBONE,H&TC RR CO,1,4484,,180,,,,BIG GEORGE 180,3H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,22542260,,,2016,2016-Q2,2016 / 06,2900,ACTUAL,2877,ACTUAL,2900,2877,ACTUAL,2014-09-12,2014-08-18,2015-11-21,2016-04-14,2016-04-14,2016-06-04,2016-03-08,2023-12-08,,,,,,435,145,196,208,41,3,10125,17701,7576,7511,,,,,SAND ONLY,2975,22542260,,,,,,183.0,,,,,,,,,,,,,2016-07-15,34,627,83,3763,413,55,1285,170,2782,367,,66,1000,,,,PUMPING,42.00,,31024,4095,58350,7702,186144,24570,21299,2811,196722,67767,8945,140402,18532,406604,53670,44367,5856,418913,87107,11498,189474,25010,522640,68986,55528,7329,524733,113519,14984,255627,33742,681113,89904,70914,9360,668468,195696,25831,492433,64999,1174175,154986,113624,14998,1047621,138282,2016-08-01,3,14071,1857,34392,4540,84426,11144,8623,1138,83923,211393,27903,546037,72075,1268358,167418,120387,15891,1100761,63,2021-08-01,49,596,349,1920,5660,976,7234,57,4536,,,9603,10049,-6726,-7172,446,97.49,2.57,88.19,0.084,0.066,0.22,0.71,0.15,29.46,0.057,25.4,2.79,,Reported,497,2016
42-389-40897,4238940897,42-389-40897-00,423894089700,42-389-40897-00-00,42389408970000,840420020072459,840421008046801,42-389-40897,N,,1,AGATE B 6A,US,TX,REEVES,61497,AGATE B,VITAL ENERGY,VITAL ENERGY  INC.,VITAL ENERGY INC,VTLE,SMALL CAP,PUBLIC,NYSE,,OIL (40%+ WH LIQUIDS),OIL,OIL,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP B UPPER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,TREND AREA,2024-09-01,31.040820,-103.357748,31.080959,-103.360814,10586,25241,08,WOLFBONE,H&TC RR CO,1,4482,,142,,,,AGATE B,6A,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,2024-Q3,2024 / 09,2923,ACTUAL,2900,ACTUAL,2923,2897,ACTUAL,2023-10-30,2023-10-24,2023-12-01,2024-01-22,2024-01-22,2024-01-22,2023-12-12,2024-12-11,,,,,,32,52,52,290,,3,,,,14334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-01,1,226,16,470,33,1358,95,148,10,0,226,16,470,33,1358,95,148,10,0,1,2024-09-01,148,470,0,226,470,148,0,65,3176,,,10492,10645,-7596,-7749,146,78.35,2.50,53.43,0.128,0.103,0.21,0.68,0.32,15.08,0.074,10.8,3.64,,Reported,,2024
42-389-36615,4238936615,42-389-36615-00,423893661500,42-389-36615-00-00,42389366150000,840420004682535,840421006228323,,,,,MOOSE 33 21H,US,TX,REEVES,,MOOSE 33,OCCIDENTAL,OXY USA WTP LP,OCCIDENTAL PETR,OXY,LARGE CAP,PUBLIC,NYSE,,,OIL & GAS,OIL & GAS,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP D,ENV INTERPRETED,PERMIT CANCELLED,PERMIT CANCELLED,,,HORIZONTAL,SINGLE BORE,TREND AREA,,31.097309,-103.337770,31.112920,-103.337756,14000,,08,WOLFBONE,T&P RR CO,50,4755,,40,8S,,,,21H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847,ACTUAL,2827,ACTUAL,2847,2827,,2017-12-11,2017-12-05,,,,,,,,,,,,,,,,,,,,,5445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11503,14273,-8652,-11439,2791,74.88,2.58,41.03,0.101,0.062,0.22,0.66,0.70,172.17,0.045,124.6,1.32,,,,
42-389-36867,4238936867,42-389-36867-01,423893686701,42-389-36867-01-00,42389368670100,840420004736805,840421006982175,42-389-36909,N,,,WHITE WEST 30-31 11NH,US,TX,REEVES,49928,WHITE WEST 30-31,VITAL ENERGY,VITAL ENERGY  INC.,OCCIDENTAL PETR,VTLE,SMALL CAP,PUBLIC,NYSE,,OIL (40%+ WH LIQUIDS),OIL,OIL,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A UPPER,ENV INTERPRETED,PRODUCING,UNREPORTED,,,HORIZONTAL,SIDETRACK,TREND AREA,2018-08-01,31.105217,-103.368860,31.106041,-103.369845,10426,10882,08,WOLFBONE,T&P RR CO,50,4594,,31,8S,,,WHITE WEST 30-31,11NH,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018-Q3,2018 / 08,2848,ACTUAL,2822,ACTUAL,2848,2822,ACTUAL,2018-03-02,2018-02-27,2018-05-26,,2018-07-19,,2018-06-05,,,,,,,85,54,,82,,4,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,2018
42-389-36867,4238936867,42-389-36867-00,423893686700,42-389-36867-00-00,42389368670000,840420004736805,840421006251454,42-389-36909,N,,1,WHITE WEST 30-31 11NH,US,TX,REEVES,49928,WHITE WEST 30-31,VITAL ENERGY,VITAL ENERGY  INC.,OCCIDENTAL PETR,VTLE,SMALL CAP,PUBLIC,NYSE,NEXTIER OILFIELD SOLUTIONS,OIL (40%+ WH LIQUIDS),OIL,OIL,GAS LIFT,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A UPPER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,LATERAL,TREND AREA,2018-08-01,31.105217,-103.368860,31.127282,-103.369894,10397,18595,08,WOLFBONE,T&P RR CO,50,4594,,31,8S,,,WHITE WEST 30-31,11NH,REPORTED,,18588,10397,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018-Q3,2018 / 08,2848,ACTUAL,2822,ACTUAL,2848,2822,ACTUAL,2018-03-02,2018-02-27,2018-05-26,2018-07-19,2018-07-19,2018-08-18,2018-06-05,2019-05-25,,LINEAR GEL HC,UNKNOWN,11,,85,54,84,82,8,4,10833,18360,7527,7962,,,"TX SPECIFIC 100 MESH SAND | TX SPECIFIC 20/40 MESH SAND | TX SPECIFIC 40/70 MESH SAND",1.40,SAND ONLY,1762,13262208,9444876,1255,224878,30,0,,0,0,0,,0,0,0,0,0,,,,2018-08-26,,872,116,5229,720,96,909,121,2840,377,,83,,,,2867,GAS LIFT,43.00,,36874,4899,33019,4387,221245,29394,31371,4168,92603,68884,9152,63677,8460,413303,54909,58271,7742,172014,93820,12465,90284,11995,562922,74787,78773,10465,232429,119575,15886,140068,18609,717448,95317,96230,12785,283786,219310,29136,294371,39109,1315859,174818,170248,22618,500044,66433,2018-09-01,2,15349,2039,22343,2968,92093,12235,13331,1771,39419,318304,42288,450430,59842,1909823,253730,243232,32315,709409,74,2024-09-01,1715,5926,4867,31148,56619,21711,61797,76,1852,,,10271,10394,-7437,-7560,124,96.21,2.53,103.38,0.104,0.080,0.23,0.70,0.28,9.80,0.063,7.9,3.96,,Reported,695,2018
42-389-38564,4238938564,42-389-38564-00,423893856400,42-389-38564-00-00,42389385640000,840420005416417,840421006741711,42-389-38564,,,,TIGER UNIT 21A64 64H,US,TX,REEVES,,TIGER UNIT 21A64,VITOL,PRI OPERATING  LLC,"PRI OPERATING, LLC",VITOL*,NON-PE-BACKED PRIVATE,PRIVATE,,,,DRY HOLE,DRY HOLE,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,LOWER AVALON,ENV INTERPRETED,P & A,P & A,,,HORIZONTAL,SINGLE BORE,BONE SPRING,,31.216595,-103.211085,31.187061,-103.208742,8909,,08,SANDBAR,PSL,C1,4584,,16,,,,,64H,REPORTED,2019-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742,ACTUAL,2717,ACTUAL,2742,2717,ACTUAL,2019-09-04,2019-08-27,2019-10-09,,2019-11-14,,2019-09-21,,,,,,,35,36,,,,,,,,10549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8856,9232,-6119,-6498,379,88.34,2.49,50.63,0.127,0.097,0.24,0.68,0.45,36.77,0.065,24.7,3.98,,Reported,,
